rhyme,kanjis
p1B,秋游流頭愁樓遊舟州畱休憂浮洲求幽侯收丘悠謀牛裘酬鈎羞鷗由周儔修投籌柔稠眸優不謳溝疇猷甌尤旒囚虬繆邱搜讎仇颼劉漚遒脩鳩郵猶油侔輈騮楸啾陬球矛瘳讎抽喉偷湫猴騶毬飀蝣鎪篌貅篘橊篝耰酋疣髏鍪鄒牟否樛呦璆斿緱蕕裯韝咻鶹歐庥彪蜉婁鞲抔鰍麰勾兜鯈諏幬繇婾紬攸糇蟊逑蒐遛裒嚘售鰌鞦罘廋輶鶖摟齁啁艘飂泅鏐桴瀏槱詶饈賙鬮褠涪揉蟉蛑芻癅髹揫窶愀綢溲賕鞧漱崷叟觓揄僂蹂掊區揪骰琉蝥彄搊螻摳鯫滮吺侜罦掫烰浟菆勠魗丢蔞蝤惆句餿嶁俅鱐冘鍭調醅瞀簍謅懮躊譸盩摎絿鵂艛麀鍮酘膢廔瀌妯瑈馗救萩赳鼽妞泵慺犨飍醧龜鎦鞻莤峳銗鄹棷睺葇嵧艀嘔庮錇羺卣琈銶鏉枹鯄瀀騪淍嘍雺颩篼耬瓿蚰硫蝚蓲泃蚯喌芤牏怮厹鯸瘊鴾髟鞣瞘芣鵃秞驫蛷怞恈鰷骺輖鎏慪逌楢鏂堥艽叴塸梂蟱淲枸葔鮂黀漊莍鞪鍒鉜摗頄獀剾鰽疁薵緰渞鄋吥撨蟗沋鮋鷔媃藰犰遱菗鶔鷜燽蒥熡騆烐磂嬦鰸騥鎀牞寠絒醔挎緅瞗腬姇櫙媝帿臹揂郮盚垺朹駀扏犙熮玌渘脜脙麍鰡棸箁恘椆銂苬噍涑煪抭瞴殏郖徟鏅剻浗銝翏訄哹抌穋鋀侸粰朻鑐熰瞍矪汼湭袧裗軥岣紑傮妋烌瞜劺剅珘釚齱鯦哞趜纋薷霌嬼皗樇坄鰇櫾齺膒瑬紌蓅媹篍蓃箃訅萮雔褸筄圳鄾栦鱃捒亠蟭蓨嚋偤糔翵慒鴀趥鄇跾唒泑敄剹蛔匬眗釓櫹婤肍㡚䬟Ｑ㬋䗋㱊㵞䎿䑼䨲䤹䋺㳺㗀㗋㐀䫛㳜䐓㘜䀺㹯㽛㧨㾋䑻㚭䤛㘳㖼䈭䱖㫍䡂㟊䰗㾞㘥䬌㨮䦾䨗㤹㡞㥢䒜㝹㻓䝏㟈䄛䧓㩅䑦䖥㖄䝀䲥㕱䱾䩳㭌䣇䰘㤑䧱㛏䢟䗜㛜㞗㻲㴗㐜䗏㭝㛩㽥䐐䬒㳋䰆㷕䐰䆶䙈㺅㚱䨂㱗䬲䚃䚧㧃䝗䗔䉧䋷䎧䉱䲖㓱䏬㖻㕤䌧䊵䡭䮟䟵䯽䓟䢊䰍䮫㺫䱸䌔䉩䍌䏫䞀䱕䠓㿧䳕䫫㥑䵸㽕䖻㤧㮲㒡䲫䐹㸨䥐䂉㿡䁱䜪䎇㳅䳼䕱𦢩𩏶𪕋𩜯𪂷𠧴𤙠𤫕𦡴𦵵𤪎𨡻𩢮𩮤𤕾𧎄𠹝𠾉𪓔𨞪𣮬𣪌𥃧𤫱𩒮𧤕𤾊𪍓𣏞𠷎𣀓𧳫𨻻𦵩𥰛𤟫𩛢𢯱𧍘欧亀区収捜楼
p1C,心深林陰音吟尋金琴今襟侵沉岑臨沈禽簪斟森禁霖砧任潯衾淫欽箴駸針參衿琳瘖涔嶔愔擒歆忱崟琛喑淋諶壬鬵唫霪黔祲鐔蟫南芩湛蔭槮紝檎蔘郴燖鱘灊霃鵀妊吽蟳廞椹煁肣芯棽噙綅罧澿滲痳闇噷襂嵾黅嶜鍖碄銋箖綝攳笒惏愖莐樳崊鄩紟蚙靲埐甧櫼庈烎耹荶橬惍魫枔璕穇鱵瘎鈝襑諃瓭穼黚鑫誛曑葴乑瀶橝忴鈂摿汵鈙埁菳鳹鮼梣兓嬜玪杺韾撍扲鈊訦蠄幓鷣㞥䔷䪩㑴㕋䤃䤟䒞㪛㩒䅾㝝㜦㠁㕴䕾㾣䃡㴱䰼䚾䘳䋮䨧㖗䛘㸒䃢㜄㻸䋻䦦㕂㚞䥅䍼䣾䋕㪸䫐㽸㞤䑣㓎䨙䥆䜾䜷㦗䤁𩅨𦁍𥍯𠻝𠪚𥥍𧠿𨟏𦸂𩷒𩂢𪁏𩻛参
p1D,南談酣潭堪三甘庵嵐參藍慚驂諳蠶龕貪探毿含男簪涵曇柑耽函鬖籃覃聃譚憨擔枏戡眈惔篸甔婪諵鐔儋醰蟫蚶韽湛驔泔盦嵁錟痰郯襤弇坩媅頷邯唅谽馣坍媕鏨舑餤鵪傪渰欦喑疳腤啉倓燂罈澹藫蜬苷甝酖蘫歛惏憛啽臢蕁噡莮痷喒佄儖肣嵅淦埮礛浛鋡萻晗橝愖炶姏汵鐕瞫闇撍儑弎葻媣醈娢嬠顃壜雸嘾玵筨笒厽馠謲撖聸暔犙頕瓭畘裺鄵萳婒韾欿懢璼腩頜緂梒鳹灆䳺䤴㟏䈄㴂㘱䊻䣻㽎䉡㼨㰫㤷㚮㓓䣟䌠㞩䟃㳩䐶䨄䜙㜞㤌䨬䥁㖤㴷㽑䳻䶃㑣䅖㶰䑙䆾䗝䗞㘛䘶㰫㵅㓧㽍㛺䵇䰐㨻㷋䎏䇞䆱䫮䜖𧽼𩈣𨝸𡪶𧮳𥰨𣵷𢪈𤯌𧂇𡡖𩑟𩔞𩈻𡖓𠿑参蚕担
p1E,帘檐簾添簷纖尖嫌鹽嚴兼廉甜髥炎蟾潛瞻淹奩拈占厭沾恬霑籤縑黏閻鉗謙銛鐮粘殲懨忺鈐黔砭襜覘漸鶼幨暹詹僉憸饜崦簽鮎蒹苫痁熸燖閹腌撏櫩阽噞蚺蔪濂爓枮瀸譫灊磏奄鬵綅湉鬑惉蘞枏餂襝佔針槧掂櫼呥稴蠊棎鑯譣孅鋟臁詀鍁蛅憛笘襳嵰韱讝薝燂熑敁壛搛劆菾薕杴黇扲岒鐱妗嬐誗玪鹼閆鋑袩槏讇酟鰜仱嶦殗檶溓秥肷舚虃諚顃蚙厃閚螹硽鳹螊撍釤偣馦胋耹婖冿嬚幓鋓煘覝慊噡忴黚彡衻瘎䛁䫇㡘䆎䵌㽐䯹㶣㷿㝺䘂䘋䪜㤿䦓㡨䏦㶄䬯䁠䈤㬲㿕䕭䋬䆂㿌䊱䯭㔐㲯䅧㾾䉷㦰㺤㰊㼓䑎䑚𤎥𪚮𡝫𩏩𨦄𩃢𢋔𧚊𩆧塩鎌厳潜繊
p1F,巖衫帆銜凡緘杉咸函喃芟饞讒鹹鑱監嵌巉劖攙摻嚴諴椷嵓衘欃縿鵮碞嶄毚攕黬髟儳嚵瑊彡獑杴穇渢羬艬站黯詀鍁櫼嘇幓礛輱崡柉厱尷稴礹覱揞趈甉譀肷鏩葴鰜杋淊釤玪酁螊舤鰔麣溓䟰䉷㴀㺥䫡䩂䖗㛾䤫䧯㩥㢛䂁䀐䪌㘙㮭㔆䩇㔋䭵䶨䜛䶠䑺䒦䲗䕔㘅㰹𧍧𩆷𪒹𥻧𥌈𩌰𪅎𩃔𪖎巌厳
s1,孔董籠總滃懂蠓桶澒琫蓊菶垌幪攏塕動硐唪洞汞挏嵷捅埲暡墥曚空縱統懵蝀侗巃儱蕫揔眮聬晎檧瞈嵡竉勜詷倥徿嬞鬷鸗勭蓯嗊諌龓箽庬棇憁姛熢槦莑悾愩郺琣翪鸏偬懜銾玤愡繱嗡漨䩬䉥䐥䭰㖦㷯䵜㳆㢔䞒㨂㹅䵔㪌㴳䋽䳞㬴㣚㛚㶹䡁䂢㷓䀧𩮰𩑚𥀂𧟅𥡥𢤱縦総
s2,寵冢涌勇擁聳隴壟拱踵冗捧竦腫踊悚洶重栱種鞏蛹茸恐俑氄珙壅恿甬奉覂尰溶拲蛬蛩湩詾嵷傱軵愯恟駷淎慫跫蓯躘輁臃塎埫嵱坈鮦悀傛喠捒愑煄漎搈傇硧鰫衶筩媑穁埇縙搑彮䢆䢇㩳䙕㤟㲝䩸㧬㤨㣫䞻䂬㨣䟪㷏㡖㭟䱋㓋䘴㕳㺬㙙䢇㦷㦶𢥠𣯍𧜈𢝆𦦧𤮪
s3,講港項蚌缿傋棒耩硥夯漎稖顜玤慃庬勜䎧䂜䰷䬕㭋䖫䐟䁰𢗒𪁒
s4,水子起士此死喜耳理美市矣是史爾止李己紫指里履齒紙紀綺氏蕊旨壘恥祀擬髓靡恃滓軌鯉毁裏鄙駛矢已仕峙趾邇徙梓委芷雉涘豕始以址砥几咫沚俟妓詭晷侈杞巳似兕比婢彼倚圮姊旎耜祉弛徵嘴弭豸艤璽秕箠苡枳觜泚視蟻使跪汜邐你匕誄戺揆否畤鬼燬痏簋唯癸俚屣姒藟薿屺只宄駬迤芑薾訾裡阯瀰捶柅洧蘤枲鮪匭舐跬耔累棰骳技褫痞妣跽麂笫嚭庋巂被揣椅崺企秭痔纚机彌跱髀諟庀餌萎珥扆儗疻蓰苢仔樏抵厎骫酏胏橤屎佹籽壝縰偫娌峞礒跂葸釃憙佁蔿黹嶬漇葈瀡渼芈掎俾敉垝佌旖錡頍氿蟢您狔梩歭嶉舓踦攺俿庤躧跐軹咪剞齮呰杝蹝洱鸓骪咩庪繠姼毇趡讄栮哆傂峛啚坻庳薳馜坁恀垑恑蟡鞞唏傀匜吡姽鋅鞁扺哩啙魮阤憘輢甤仳廌孴瀢硊檷吇諰矖崣孊伲疕虸抳觤秠柀湀厽寪雟諀羠洔朹婍嬟菙滍貏杍攱灖蓶坭徥愢檓菧沇濔秄褆臎峲誃璻鈶卶鉹砋抁逘胣枇拸畾狧袲沝枾濢玼聛灅盀矷洈惿蛫譩袳妀欼弬鈻泤鈰崥腂敼祪娝劧芔朼嵄嶏飺皉虆抧孈吱唩惢聻鉃芓釲沘骩儰氐煃葞踓悝搋佊杫芛嶰巋噽懝秲噧訨諈鉂笖暿徛邔椯蚔撱淽崼鈮噿瓕渳猚鄬厬鴲藢奀攦娰鈘釨裿峐羛騃䃣䗁㞦䚹䉂㱟㷐㠯䤥㖐䰙㞔㢋䃾䂠䍯㶴䃽㕜䋙㢮䄎䠑㓼㔳㪜䛼䢎䂡䤏䅩㿂㾖㥴䔺䧽䧉䛗䭲䏢㚓䣥䴎䣀㲛䠋㫊㹝䞨㺭䏡䍴䤆䇃䦻䒨㫑䛏㥨㕽䘣䚦㜽㸻䝐㞛䔂㸚㞆㜫㠱䚟㾅䭉㧪䘦䇛㙼䚞䭧䧧㡶㷃䎣㰝㱀㲹䒻䘡䵋䳅䟖䢄㭒㠲䝰㩓㣥䈧㞨䊓㨊䐯㧗㠖㹬㸵䢳㚡䛶㧡䟗㚶㠧䤚䓈䊼䦵㵦䉝𡾊𨓦𪊨𩬺𧰲𠲿𤼒𢊁𠪙𠷏𡺮𩌦𩎉𤡧𥯲𡧭𩕲𢇌𦸣𦳊𡳨𦢿𤜣𤡪歯髄徴弥塁
s5,尾偉葦亹篚虺斐娓煒韡韙悱瑋幾顗鬼匪卉豨棐榧蟻朏蟣菲浘偯颹霼豈誹扆唏蜚蜰蘬餥庡魕愇泋膹韑媁梶鍏陫徫喡荱奜椲蕜䔇䤵䞔㬙䬿䅏䒈㕈䕁㥱䪘䍷㠕㞑㹃䇻𤈦𩘚𧕿
s6,許侶暑渚舉所汝旅緒阻序黍鼠佇俎嶼煮墅杵呂語炬杼醑雨處拒禦去貯楮苧紵礎溆敍齬距膂予籞與女筥圉苧圄楚簴巨羜鉅褚咀抒鱮宁苣糈莒弆敔虡梠湑籹芧秬駏篽稆著跙諝櫸鋙癙岨柜茹岠峿濋濘沮紓儢稰眝蓹汿潻怇鼁作詝歫詎齟鐻齼歟詓椇蚷粔洰鱮瞘肗鉏耟紶憷垿盨螶銣藇絽楀袓疋苴諿麮郘坾姖檸壴豦挔衙鮔昛胠㷂䢹䠂㛎㲾㦛䔓㘧㪽㭚䝪㤖㾔䰞䃊䇡㐨㞰㜿䙘䦽㿾䘘㒜䘢㵰䥏䶙䍆𧣒𪓐𥴧𥰠𧑓𧽟𥹼処叙与
s7,古土舞主戶府虎鼓浦宇武補縷父午五譜睹乳塢斧魯堵伍祖甫虜取杜輔組雨鵡櫓麈腑嫵侮弩釜腐滸股撫禹否苦簿矩竪廡脯拄罟俯愈數姥母鹵吐庾扈莽詡瞽蠱羽圃普溥栩拊祜窶部賈畝怙肚下踽僂估聚賭窳詁怒岵牯盬黼努樹柱貐膴羖稌傴簠頫擄楛瑀甒憮煦粗喣剖仵滬寠拇琥褸酤瘉醹嶁珇俁瘐珷荰簄牡咻齲莆昈冔鄔鄠謱珝弣簍砮埡裋薣帍橆滏砫蔞祤瑦癒斔婁旿槴宔氌嵨楰媽鐪擼萀雇嚕炷鈷蒟嘸鳸捬偊郙竘噳枸麌蔰椇蚥婟蜅暏罜跓磠頨蝺萭靻敄洿抌蛡殕竬潕墲鯆貗觰匬滹剫丶慺聥倵溩誧瞴峔烳芏弖暊玝楀芐鷜鰸嵀躌靯陚樦寙蔖斞蓾秿鄅焸萮麆熓譕潽帾熩琽棝籔㺄㝢㼌䇢䥈䩉㦿㑄㕮㐅䲐䨒㙛䀾䪔㢚䨞㕆䅡㒁㙑㾈䀯㬳㡰䲧䣁䡧䁈㔪㔱䭸䶚䄔㲾䔃䒉㵭䅓䥘䋨䀇㵲䌗䇠䟼䧁㨭䗂䗄䛩䝂㒇䃖䯙㑯𤬪𠰍𢻬𢜮𥯶𡽂𦭯𧇈𡜂𧇿𠳲𪂾戸数
s8,底禮體米啓洗陛醴邸蠡薺悌眯禰棨抵澧觝牴弟泚詆癠鱭濟鱧鮆涕柢瀰遞綮苨徯髀齊泥緹坻盻欐啙謑醍鱺梐骶晲挮洣菧蔝阺呇袳玼娣媞鑈趆奃悂隬卟盠眫匸欚弤肶鑙聜泲蒵蜌軧抳晵掜觬濔璾劙䏶㡳䌡㭽䭬㼵䫌㝥䋛䕥䡔䑯䱊㙄䪆䰦㯇㪏㒅㪆䍤䯗䏿䢑䋜𦰫𣀷𩰞𩶆𤝬済斉体逓礼
s9,買蟹駭解澥矮灑擺嬭楷妳拐獬罷騃捭罫夥嶰駴鍇柺廌矲薢矖蕒躧簤觟豥鷶犤箉娾攋檞襰鉙抧疓徥嘪猈㔥㗗䇑䒓㡁䉏䍉㧳㢊㙰㚷䲒㵋𠁥𧡋𧣭
s10,海改待彩宰綵在乃凱醢茝亥采殆塏載寀紿愷倍怠蓓迨闓睬頦鎧駘欸豈鼐歹颽詒唻踩崽輆毐酼婇軩忋箈溾絠疓暟埰烸嵦䏁䰂䂾㴓㥒䑂㘆䇋䈢䮨㤳䈚䁗㱰䆀䣋𦱞𡉈𨽿𠡌罪餒蕾磊浼磈琲悔賄儡隗璀猥腿嵬皠每匯頠磥礨漼瘣腇癗碨鮾嵔嶵餧俀傀黣腲嶊鍡鏙鑸鑘聉挴錞娞琣殨廆櫑潣燘顝痱俖檌褽喛頧頛蛔灅浽槯烠詴陮湏礧僓鯦洡㠥䃬㞂㠑䫭㱱㼏㱬㵽㚍䏨䲎㱣㷄䊫䜸㒦䫥䕇䇏㵏㾼㼍㟎㨃䔒㒑𡸖𥫉𦞙毎
s11,盡笋忍緊尹軫窘隕敏哂泯隼菌憫蚓準殞蠢牝閔腎允畛鬒引霣稹臏惷疹狁盾楯囷脤嶙眹辴吮稛診蜃轔箘簨紖縝頣僯靷埻胗眕矧黽髕純暋朕賑榫慜湣抎紾繾黰偆僶獜袗鶽螼嚍抮僒綧弞鰵駗蠠荵姫吲頵笉耣弫簢濜敐濜莙鈏埨裖橉玧芛愪鋠嬧箺撛舛聄沇濥鈗棞廴揗屒喗睶囟鎨傊昣潣蔨婜鶣萶鵘敃疄麎亃鯅阭渳蜠刡槇馻荺㩈䀕䒡㽙㿤䲄㦏䪳㔼䟨䐔㯸㖺㰮㐱㾙䑐䝩䮞䇙䦮䨶㖥䪾䐏㨚䐃㣼㥸䂦䇖䊶㬆䀆䂧𧼒𦓾尽槙
s12,粉憤吻謹槿韞殷惲卺隱搵听近癮緼刎蘊抿墳讔抆弅忿瑾抎攈菫磤檃膹嶾蘟秎坋凕齳歾呡勽賱齔縕喗愪黺魵赾熉漌伆夽䨸㹏䌍㻒䞫䠴㗃䤺䆬䌥䘆㥹㦩𢀿𢅯𩸂𪏴隠
s13,晚暖返苑坂偃阮碗遠婉阪反幰娩飯宛蹇巘挽烜綣琬踠畹鍵揵鼹晼鶠夘菀蝘蜿堰咺圈躽鰋楗緩匽皖沅軬箢寋夗愝倇妴攇鋺朊梡嬎喛湕傿鄢薳梚瓪邧桳睕奆褗媗鯇愃葂脕盶虇錪綩犿橎搟鰎㬉䜝㽜䅚䩊䡊䤷䊎䳃㱧䅋䞁䜢䘼䛀䪭䑱㨴䛷㿸䮿㫃䎡㔓𩔃𥆗𧡩穩本衮損沌閫混滾懇悃墾忖壼畚蔉遁鯀狠很輥噂渾梱笨捆焜盾鱒暪撙躉刌獖棍吨噸硱掍稛齦坉苯緄豤庉裍僔詪峎氽潡逇倱腞伅黗眃睴緷惃碖婫泍棞呠桳崸翸稐睔桽翉齳丨喗壿錕觨菎䔿䁚㵍䫟㝧㮥㨧㖔䃂㙥䠅㡷䵯㤓䓳䜇䚠䬱䐣䅰㯻䙛䛰䅙䧰𦠆𩑔穏圏晩
s14,滿短管懶旱款煖誕椀坦傘罕琯盌纂瓚疃懣袒窾緩卵館斷筦散蜑伴稈蛋浣纘趲算赶盥亶笴潬痯悍但侃脘嬗暵篹蔊柦癉悹匴憚焊疸擀錧瘓奤坢饊梡皯輨繵潵芉狚輐酇瓪玬觛裋衎忄靼衦皽璮厂鉡穳浫攋皔刐藧嵈秚灡棵粄鏾跘拌繟駳唌禶焌鏋睕埦糷捖簳綄䂎䍐䌣䬳㪔䓍䉽䞡䟎䠪䛞䝹䪀㫜䦔䲌䩥䄤䩪䵟㼫㦨㼝䗆㫁䦎䏓㣪㦌㬊䉈䘾䕀𤺺𧹳断満
s15,眼限簡盞産板版赧莞睆柬嵼滻潸僩揀綰睅剗撰鏟棧丳戁矕僝昄蝂鈑撊轏拃驏輚摌闆唍瓪嶘舨眅羼捾橌睌硍魬鋎晘碊攌皖鯇娨暕簅䱠䎒㹌䦘㸧㦃㡾䩆㫱㹽䁂䴼䐮㟞㯆𧹞𩥮𪗙𥽽𩔊𪘪桟
s16,淺展辨軟典翦犬免篆顯蘚輦冕繭踐勉捲翦辯泫喘卷緬臠峴鉉轉演扁燹殄沔闡腼鮮璉腆撚湎遣畎褊荈舛巘衍跣善艑謇蹇獮鱔蜓俛筧囅選匾辮兗件睍涊癬蕆墠洗孌戩瑑搴讞眄譾韅覥雋錢餞銑耎筅毨棧鍵吮趼燀揃齴繾丏嵃襺愐沴鞬宴狷剸輾楗蹍淟蜆惼單幝緛晛鋧戭垷墡蟺愞羂膞圳勔趁挽撰鏟踹蜎鬋黽俴詃偭檽甗諞碝諓沇竱媆囝瀽橪錪菤揙齞蟮琄贙臔僎緶輲鮸鴘臇呟帴繟僤姺灦榐譂痶藊碥蜸賟搌梘喕抮蹨芇摙寋晪瑐豣咞僐脟磰渷哯槤蕇鞙躎橏潣弿鶣鱄膦圢豍跈蔩媔襈縳皽糄睓娊鄻貵悿熯埍牑烍奵抁繯挸婰覵矏藆樿覑琠孨剗遃腨禒莬簐萒誢蠕馻謰僆矊攓詪顈鍌鄟堟椼渳歂嘽唺鍽嫣㥏㾌䠄㜻䓴䤄㨠㹂㒄䛇䓦㥝䡢㣤㸁䱇㛯䁵㲢㧥䡱䭤䩙㨺㧋䧖䀎䗺㮒䁴䞂䧋䥪䥀䧘㮟㭠㬎䮿䙇䵐㔵㠭㙉䚚㩃㜊䉸䎒䏹䢾㶍㞡㱛䐌䵡㦓㢧㔊䍾䧠䄯㵷㕣䓣䆓㨵㓴䱼䩅䵤㦚䗾㷷䅐𥮏𠻤𧍒𥌭𦆀𣎓𥀹𧪈𦺍𡭐𠟉𦭶𩝡𧍢𢯼𡾰𨋚𣧟𣃘𦁆𩠹巻顕桟浅践銭単転弁弁
s17,鳥曉了小表杳渺杪擾裊沼兆窕緲皎矯趙褭筱眇少窈窅繞紹旐淼蓼悄嫋皦醥肇藐瞭皛縹繚秒嬲勦殍麨夭溔愀挑撟湫莩鷕標昭燎掉繳窱嬌蹻褾舀嬈晀佋剽佻錶鰾蟜朓麃釕眑鱎僚吵瞟訬憭嫽騕鰷婹枖偠摽駣敫闄譑劋婊抭宨檦苭屌崾萩朻眧煍皫藠菬釥賋絩柖嫍芺敿髜鸄祒篻垗蔈鐈鄝袑岆仯璙誂镽鮡隢藨巐狣扚仸榚尞諘篎鼼丿顠鴢蓔璬宎肁楢柼膘㒟䑠㟽㵘䯚㵿㨄㝔㣿䦊䙚㹓㴭㡑䄦㭂䄪䂽䁏䆞䍮㵱䥵㜵䃵㠡㡽㪕䥞䂪䈃䔸䒚㹾㝋㫏䉆㫐㟱䙼䩍㹛㩰䘨䚩䏚䒕𨙹𠞰𢶏𦭼𥤹𧢄𪅃𧩮𦥝𧘈𧞧𨝰𤕷𤃭𢄺暁
s18,飽爪鮑卯攪嚙撓狡昴泖姣齩絞炒煼找佼鉸茆媌巧拗吵筊孢骲瑵鞄虠狕笷怉櫹鴢灚臫烄焣頝捁緢澩橚挍㶤䎐䲾㺐㕚㚽䕧䶧㥮㩭䝖㑃㚹㑿䀊䝤㑤㽱㚣𥳴
s19,老草早島寶藻惱保槁討好考道浩稿稻昊潦棗抱掃皓蚤倒腦搗杲葆藁媼燥皂堡嫂褓鎬皞造襖縞顥瑙禱澡灝懆埽鴇栳夭橑璅薧栲澇纛烤碯袌璪繅轑繰愺暭懊拷狫恅駣夰套蝹嫐媢滈捯薃蓩鰝镺堢禂筶菒荖皃鄗壔狣窵淏洘芺傐郩槄勽絩怉菿忑譅梍咾屮賲聕鷱鮡駂簝丂祰恏檺峼悎憹祮糔燠皫鴁椺劋䴠䕩䎂䝤䲃䖣䳈䧚䯫㚼㺁䯠㤇㛮㧇㬶䇭䮻䗢䵏㙅㵆㨶㛴㼥䳰䆃㚖㻄䴐䵚㧯䴈㾸㑎䳓䒃䯪㿒𣐊𦯑𣓌𦶞𩢿𪊏𨱵𨎮𩕍𥈆𧎮𥢑稲悩脳宝
s20,我火可墮果鎖墮禍朵顆裹瑣舸娜妥坐麽嚲左裸柁砢跛荷頗舵夥躲蠃惰笴垛柂鬌簸叵軻瑳蓏峨坷輠橢沱脞那騀播堁佐儺沲陊婐哆揣蜾駊拖埵硪癉猓嶞惈哿伙瘰媠閜娑卵阿懡婀蟻爹墯棵跺嬷笸鎯爸髁婑岢餜鵎捰嗩彵誐粿鐹魺溑敤扡邩抲橠娿攞崜袳惢縒椯灬尛毻陏褨錁褍鍺睉袲掗她欏曪涐葰毑剆挆砈碋綶硰撱隓綞痑頋稞暛炣誃鈳淉攭㦬㰤㝾䴹䑨䵀䰀㛂㡅㪃䅜䒳䐝㻔㪼㰙㰁㯐䲊䩋㞹䯬䙤㦱䤻㰐䠤䩔䫂䂺㥩䰈䣔㙐㱻䙨㝿㛆䈗㧴㶡䌱䂳㩡㚌𤿑𢦪𢀴𡰟𣵺𨬍𥳔𥬲𨲉𥰮𡜮𩑸堕
s21,者馬野社寫也雅瓦寡冶下灑舍捨赭把假瀉灺惹斝檟且鮓打啞夏踝苴嘏若厦耍姐賈撦銙剮庌髁傻瑪喏奼哆輠碼瘕閜叚厊疋螞乜壄毑奲痄邷厏苲藛藞搲椵蕥吔抯溤稞蘳掗楇錁雫跒耹觟忚謯騇漜襾婽鮺她鷌偖飷鰢黊顝蹃腂粿訯䰩䱹㿿䪵㗿㕐㨋㙒䟩䈑䊬䋀㡸䑝䄕䵦㼘䋾䥱㐄㵔䠚䬷𣝒𧧏𤈩𣬕𧫝𧻀仮写舎
s22,賞往響想象丈網爽掌壤像槳黨朗幌敞上鞅長莽享仰廣枉氅奬恍惘罔漭痒養饗魎倆兩顙蕩仿曩蒼攘杖榜坱蠁晃倣蟒簜強帑盎晌讜鏹昉沆紡橡瀁瀼怏蔣放襁輛彊仗駔儻慷穰昶輞鮝泱向魍惝髣誷蜽愰彷滉榥廠搶檔吭嗓髒磢磉奘緉嚮嚷骯懩駚厈瓬鋹謊獷氧倘躺潒搡曭迋蒡蝄慌塽灢漺扄佒逛誆垧攮傢饟瀇愓爣菵抰襐矘岟旊欓儣灙裲黋櫎氆膙璗蟓懭弜掚咉茻軮蔃崵慡鐌曏誏仉銺蚢驡誩欀臦姎嶑俍縔脼柍鎤雵鶭酐鱌忹褬樉偒騯烺勨樃犺詤瓽躟覫紻詇蠰爙婸墏臩嵣眪攁扙滰汻俇炴壾懬謽宺魧爌鄺皝鞝榔傸奛瞊熿㟿䁳䣊䋄㬻㟐㫤䖹㗽㔝䴚䑗䒎㒉䇦䲱䠀䫪䴂䠃㬒㿩㴏䉃㤺㓪㒳䡦䫙䍩㕫䒋㔦䥒㼒䗮㑂䬬㛨㯍㳹䑆䒍䑋䒂䒽㽴䭺䁜䖆㶞䢍㢡䖮䟘㟠䡉䔪㫰𠞮𤞛𣇭𡧽𦄍𣆖𥇑𥯕広奨壌穣党両
s23,影冷靜景境嶺井永省幸領頃警梗整穎耿餅騁屛猛杏靖綆頸潁炳癭秉逞郢荇礦艋鯁眚哽黽請烱丙囧冏皿蜢靚幷璟獷箵悻憬箐阱怲打邴倖懭袊痙埂竫梬浻冥煚苪渻裎倖睜檠猙睈勐蛃庰穬浧蟼悜瓾澋鯭檾徎陃奣浜栐鈵炅憼皏鋞鼆峺睲莄晸簈彾郠廎廮鉼眳偗鱦摼窉鮩塣臦擤眪柃璥朾侱暻胻炴帲掟鄳帡挭擏幜撔檸誁氶旲寎睛㾪䴵㯳㗂䓷㣏㼳䗒㓏䊯䂔㩩㼬䚇㹙㢍䁄㹚䁅䩶䜘䵃䋑㑟䭊䭘㓑㮐䋁㲟䁞䭗䑍㨀㬌㴄䯧䚆㝭㾘𤯝𡈼𪍿𢟫𩘑𠱛𪘀静
s24,頂迥鼎艇茗等酊炯肯挺涬拯梃町醒鋌謦褧溟剄絅酩泂艼嵿珽莛幷惺脡熲熲侹脛濙頲矃冼佲奵冂詗訂夐濘烴婞笭炅濎圢榠涏汫眳巊娗嫇巠靪烶顈漀踜耵煛瑩庱誙鑏鑋廎矨鋞檾姳朾侱緈閮徎瀴誔鎣䔛䵺㴿䗿㟰㱡㽪㷫㯋䦐㫥㫀䅍㷡䳙𩚱𦊓
